,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Unnamed: 38,Unnamed: 39,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Unnamed: 27,Unnamed: 28,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Unnamed: 33,Unnamed: 34,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Unnamed: 26,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Unnamed: 32
370,279,Cole Palmer,ENG,MF,Manchester City,21,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
371,279,Cole Palmer,ENG,MF,Manchester City,21,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
372,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
373,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
374,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
375,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
376,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
377,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
378,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
379,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
380,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
381,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
382,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
383,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
384,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
385,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
386,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
387,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
388,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
389,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
390,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
391,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
392,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
393,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
394,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
395,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,3,9.31,2,0,1,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
396,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
397,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,,0,0,0,0,0,0,0,41,0,2,41,3,75.0,1,25.0,31,1,1,2,33,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
398,280,Cole Palmer,ENG,MF,Chelsea,21,2002,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,29,36,80.6,401,98,15,15,100.0,10,11,90.9,1,4,25.0,0.1,-0.1,1,2,4,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,6,0,0,6,0,,0,,6,0,1,0,6,https://fbref.com/en/players/dc7f8a28/Cole-Palmer
